epoch,accuracy,f1_score,learning_rate,loss,val_accuracy,val_f1_score,val_loss
0,0.4231078326702118,0.3931674063205719,0.0010000000474974513,1.4114850759506226,0.7237635850906372,0.6746067404747009,0.8193705677986145
1,0.587658703327179,0.553909182548523,0.0010000000474974513,1.0050055980682373,0.7997587323188782,0.7712266445159912,0.6488169431686401
2,0.6619797348976135,0.6288896799087524,0.0010000000474974513,0.8426011204719543,0.8258946537971497,0.8004207611083984,0.5563915967941284
3,0.6986180543899536,0.6654118299484253,0.0010000000474974513,0.7564181089401245,0.8500201106071472,0.8284308910369873,0.48870688676834106
4,0.7194279432296753,0.6882461309432983,0.0010000000474974513,0.6967657208442688,0.8717330098152161,0.8519916534423828,0.4399610459804535
5,0.7457817792892456,0.7162702679634094,0.0010000000474974513,0.6466926336288452,0.8793727159500122,0.8600216507911682,0.40886014699935913
6,0.7516471147537231,0.7213588953018188,0.0010000000474974513,0.6228799223899841,0.8833936452865601,0.8641862869262695,0.3873457610607147
7,0.7610477209091187,0.7317489385604858,0.0010000000474974513,0.5940879583358765,0.8978689312934875,0.8793585300445557,0.35433676838874817
8,0.7749477624893188,0.7464271783828735,0.0010000000474974513,0.5694493055343628,0.9043023586273193,0.8863797187805176,0.3361084461212158
9,0.7937489748001099,0.7644281387329102,0.0010000000474974513,0.5325574278831482,0.9091274738311768,0.8924373388290405,0.3206515312194824
10,0.8025871515274048,0.7747877240180969,0.0010000000474974513,0.514292299747467,0.912344217300415,0.895728349685669,0.3047082722187042
11,0.8014622926712036,0.7721942663192749,0.0010000000474974513,0.5127053260803223,0.9199839234352112,0.9035114049911499,0.28870612382888794
12,0.8084524869918823,0.780429482460022,0.0010000000474974513,0.4995475709438324,0.9151588082313538,0.8989251852035522,0.28309962153434753
13,0.8198618292808533,0.7931891679763794,0.0010000000474974513,0.4699438214302063,0.9207881093025208,0.9039897322654724,0.2719569206237793
14,0.822593629360199,0.7970916032791138,0.0010000000474974513,0.4501582086086273,0.9260152578353882,0.9102393388748169,0.2587513327598572
15,0.8326370120048523,0.8083158135414124,0.0010000000474974513,0.44596952199935913,0.9344592094421387,0.9187002778053284,0.24216808378696442
16,0.830065906047821,0.8040542602539062,0.0010000000474974513,0.44508984684944153,0.9344592094421387,0.9180251955986023,0.23719289898872375
17,0.8352884650230408,0.8102716207504272,0.0010000000474974513,0.4285065829753876,0.9388821721076965,0.922838032245636,0.2281932681798935
18,0.8412341475486755,0.8159212470054626,0.0010000000474974513,0.4170277714729309,0.9412947297096252,0.9255844950675964,0.21996645629405975
19,0.8465370535850525,0.8208000063896179,0.0010000000474974513,0.40947824716567993,0.9372738003730774,0.9208971261978149,0.22164899110794067
20,0.8466977477073669,0.8228855133056641,0.0010000000474974513,0.4024607539176941,0.9400884509086609,0.9243521094322205,0.21534083783626556
21,0.8509561419487,0.8276141285896301,0.0010000000474974513,0.3924814462661743,0.9449135661125183,0.929362416267395,0.20293059945106506
22,0.8498312830924988,0.8269317150115967,0.0010000000474974513,0.3889025151729584,0.9481302499771118,0.9336638450622559,0.19259248673915863
23,0.8563393950462341,0.8328126668930054,0.0010000000474974513,0.3732318580150604,0.9485323429107666,0.9342327117919922,0.19070035219192505
24,0.8560983538627625,0.8328828811645508,0.0010000000474974513,0.3751676678657532,0.9501407146453857,0.935736894607544,0.18592828512191772
25,0.8624457716941833,0.8391478061676025,0.0010000000474974513,0.36112019419670105,0.953357458114624,0.9394621849060059,0.1792554259300232
26,0.8613209128379822,0.8393028974533081,0.0010000000474974513,0.36094948649406433,0.9481302499771118,0.9340012073516846,0.1746835708618164
27,0.8743371367454529,0.8526614904403687,0.0010000000474974513,0.33865898847579956,0.9525532722473145,0.9389845132827759,0.17091384530067444
28,0.8693556189537048,0.8476864695549011,0.0010000000474974513,0.34863463044166565,0.9549658298492432,0.9408773183822632,0.16561447083950043
29,0.8682307600975037,0.8466682434082031,0.0010000000474974513,0.33796998858451843,0.9581825733184814,0.9451792240142822,0.16150473058223724
0,0.8696770071983337,0.8477712869644165,9.999999747378752e-06,0.3409181237220764,0.959388792514801,0.9467042088508606,0.1575315296649933
1,0.8769082427024841,0.8557470440864563,9.999999747378752e-06,0.32964563369750977,0.9557700157165527,0.9429495334625244,0.1568976640701294
2,0.8843805193901062,0.8633363246917725,9.999999747378752e-06,0.3170325756072998,0.959388792514801,0.9467042088508606,0.15013936161994934
3,0.8796400427818298,0.858824610710144,9.999999747378752e-06,0.3167194724082947,0.9597908854484558,0.9471992254257202,0.14798486232757568
4,0.8816487193107605,0.860145092010498,9.999999747378752e-06,0.31399229168891907,0.9605950713157654,0.9487366676330566,0.14370675384998322
5,0.8823718428611755,0.8611939549446106,9.999999747378752e-06,0.3137398064136505,0.9622034430503845,0.9509007334709167,0.14156471192836761
6,0.8933793902397156,0.8732399940490723,9.999999747378752e-06,0.2936420440673828,0.9654201865196228,0.9545390009880066,0.13550011813640594
7,0.8927366137504578,0.8734291791915894,9.999999747378752e-06,0.2938998341560364,0.9682348370552063,0.9578800201416016,0.13076846301555634
8,0.8934597373008728,0.8732584118843079,9.999999747378752e-06,0.28881189227104187,0.9678327441215515,0.9576923847198486,0.13136424124240875
9,0.8957898020744324,0.8769304752349854,9.999999747378752e-06,0.2835830748081207,0.9698432087898254,0.9600569605827332,0.12907686829566956
10,0.8946649432182312,0.8757282495498657,9.999999747378752e-06,0.28662535548210144,0.9698432087898254,0.9602004289627075,0.12589070200920105
11,0.897798478603363,0.8792406916618347,9.999999747378752e-06,0.27784964442253113,0.9722557067871094,0.9633283615112305,0.12051837891340256
12,0.8984412550926208,0.8798522353172302,9.999999747378752e-06,0.2768798768520355,0.9726577997207642,0.9637788534164429,0.12058383226394653
13,0.8990036845207214,0.8807011246681213,9.999999747378752e-06,0.2761448919773102,0.9718536138534546,0.9625841379165649,0.12073034793138504
14,0.9070383906364441,0.8888163566589355,9.999999747378752e-06,0.2647973299026489,0.9702453017234802,0.9605339765548706,0.1218327134847641
15,0.9010123610496521,0.8832038044929504,9.999999747378752e-06,0.2632870674133301,0.973059892654419,0.9633657932281494,0.1166016161441803
16,0.9068776965141296,0.8886346817016602,1.9999999949504854e-06,0.25983262062072754,0.9734619855880737,0.963759183883667,0.11593411862850189
17,0.9040655493736267,0.8858776688575745,1.9999999949504854e-06,0.2639874219894409,0.9754724502563477,0.9669312238693237,0.11267244815826416
18,0.9057528376579285,0.8894116878509521,1.9999999949504854e-06,0.26365411281585693,0.9726577997207642,0.9634023904800415,0.11525338143110275
19,0.903824508190155,0.8862264156341553,1.9999999949504854e-06,0.26217612624168396,0.9742661714553833,0.9654738903045654,0.11397683620452881
20,0.9015747904777527,0.8836565613746643,1.9999999949504854e-06,0.25486958026885986,0.9738640785217285,0.9651251435279846,0.1114172711968422
21,0.9050297141075134,0.8879353404045105,4.0000000467443897e-07,0.2557775378227234,0.9738640785217285,0.9648680090904236,0.11284051835536957
22,0.9039048552513123,0.8870457410812378,4.0000000467443897e-07,0.2557971775531769,0.9746682643890381,0.9659717679023743,0.11243762075901031
23,0.9060742259025574,0.888645350933075,4.0000000467443897e-07,0.25678887963294983,0.9746682643890381,0.9659222364425659,0.1120658814907074
24,0.9088060259819031,0.8916458487510681,7.999999951380232e-08,0.25350773334503174,0.9742661714553833,0.9654194116592407,0.11403847485780716
25,0.9061545729637146,0.8888968229293823,7.999999951380232e-08,0.25322943925857544,0.9734619855880737,0.9643176198005676,0.11342228949069977
0,0.4140286147594452,0.39052170515060425,0.0010000000474974513,1.4129306077957153,0.6594290137290955,0.6335326433181763,0.9002460241317749
1,0.5805078148841858,0.5505928993225098,0.0010000000474974513,1.012618064880371,0.7772416472434998,0.7533431053161621,0.6802128553390503
2,0.6494455933570862,0.6187311410903931,0.0010000000474974513,0.860749363899231,0.8150382041931152,0.7926005125045776,0.5655727982521057
3,0.6893781423568726,0.6587736010551453,0.0010000000474974513,0.7565453052520752,0.8327301740646362,0.811754047870636,0.5130639672279358
4,0.7151695489883423,0.6844422221183777,0.0010000000474974513,0.7008488178253174,0.8544431328773499,0.8339175581932068,0.46710702776908875
5,0.7365418672561646,0.7044112682342529,0.0010000000474974513,0.6599982976913452,0.8789706230163574,0.8592164516448975,0.41365835070610046
6,0.7584766149520874,0.728320837020874,0.0010000000474974513,0.6217742562294006,0.8974668383598328,0.8792572617530823,0.3756120204925537
7,0.7709304094314575,0.7417283058166504,0.0010000000474974513,0.5845810770988464,0.8986731171607971,0.8811736702919006,0.36070942878723145
8,0.7816969156265259,0.7529612183570862,0.0010000000474974513,0.556683361530304,0.9002814888954163,0.8824396729469299,0.3453872799873352
9,0.7896512746810913,0.7621076703071594,0.0010000000474974513,0.5391592979431152,0.9143546223640442,0.8971853256225586,0.3265872597694397
10,0.7992929220199585,0.7723276019096375,0.0010000000474974513,0.5200268626213074,0.9167671799659729,0.9006623029708862,0.3074257969856262
11,0.8058010339736938,0.7779542207717896,0.0010000000474974513,0.5079461336135864,0.9195818305015564,0.902880847454071,0.29630810022354126
12,0.8125502467155457,0.785290002822876,0.0010000000474974513,0.48565083742141724,0.9256131649017334,0.909850001335144,0.2819499373435974
13,0.8171300292015076,0.791299045085907,0.0010000000474974513,0.4718763828277588,0.930036187171936,0.9147632122039795,0.26987597346305847
14,0.8287803530693054,0.8021560907363892,0.0010000000474974513,0.4529550075531006,0.9284278154373169,0.9132509827613831,0.2678387463092804
15,0.8265306353569031,0.8014236688613892,0.0010000000474974513,0.44676870107650757,0.9368717074394226,0.9224027991294861,0.24853432178497314
16,0.8304676413536072,0.8056273460388184,0.0010000000474974513,0.43606293201446533,0.9340571165084839,0.9188560247421265,0.24667033553123474
17,0.8342439532279968,0.809188961982727,0.0010000000474974513,0.43173137307167053,0.9348613023757935,0.9197984337806702,0.24411888420581818
18,0.8411538004875183,0.8173513412475586,0.0010000000474974513,0.4194207787513733,0.9384800791740417,0.9244347810745239,0.23196449875831604
19,0.8417965769767761,0.8171614408493042,0.0010000000474974513,0.40887847542762756,0.9352633953094482,0.9198508858680725,0.22426024079322815
20,0.8505544066429138,0.8282457590103149,0.0010000000474974513,0.3974106013774872,0.9425010085105896,0.9283099174499512,0.21851663291454315
21,0.8491081595420837,0.8263666033744812,0.0010000000474974513,0.3939816355705261,0.9441093802452087,0.9303280711174011,0.21495820581912994
22,0.8551341891288757,0.8326091766357422,0.0010000000474974513,0.3859260678291321,0.947326123714447,0.9336245656013489,0.207057386636734
23,0.8573839068412781,0.8347930908203125,0.0010000000474974513,0.3759177625179291,0.9449135661125183,0.9310843348503113,0.20337703824043274
24,0.8613209128379822,0.8393275141716003,0.0010000000474974513,0.3682100176811218,0.9509449005126953,0.9376238584518433,0.1899503469467163
25,0.8622850775718689,0.8399766087532043,0.0010000000474974513,0.36170580983161926,0.9433051943778992,0.9289734363555908,0.20288868248462677
26,0.8589908480644226,0.8356812596321106,0.0010000000474974513,0.363523006439209,0.9433051943778992,0.9286991357803345,0.19709838926792145
27,0.8691949248313904,0.8484113216400146,0.0010000000474974513,0.35432636737823486,0.9485323429107666,0.9344362616539001,0.18310678005218506
28,0.8736140131950378,0.8510675430297852,0.00020000000949949026,0.3410806655883789,0.9505428075790405,0.9367803335189819,0.18130409717559814
29,0.8695163130760193,0.8493422865867615,0.00020000000949949026,0.342957466840744,0.9505428075790405,0.9367398023605347,0.18215732276439667
0,0.8708822131156921,0.8492810726165771,9.999999747378752e-06,0.34317243099212646,0.9521511793136597,0.9386743307113647,0.17753121256828308
1,0.8739354014396667,0.8517597913742065,9.999999747378752e-06,0.337710440158844,0.9521511793136597,0.938406229019165,0.17202594876289368
2,0.8768278956413269,0.8567931056022644,9.999999747378752e-06,0.33209359645843506,0.9541616439819336,0.9412131309509277,0.17130111157894135
3,0.8803631663322449,0.8604050278663635,9.999999747378752e-06,0.32414913177490234,0.9601929783821106,0.9479430317878723,0.16517102718353271
4,0.8851036429405212,0.8657577037811279,9.999999747378752e-06,0.31442445516586304,0.9609971642494202,0.9492627382278442,0.15721583366394043
5,0.8823718428611755,0.8621261119842529,9.999999747378752e-06,0.3134602904319763,0.9626055359840393,0.9506322741508484,0.15498816967010498
6,0.8886389136314392,0.8702694773674011,9.999999747378752e-06,0.30849409103393555,0.9634097218513489,0.9521987438201904,0.1530941128730774
7,0.8859071135520935,0.8672105073928833,9.999999747378752e-06,0.3021203577518463,0.9634097218513489,0.9522807598114014,0.1535642445087433
8,0.8906475901603699,0.8717464208602905,9.999999747378752e-06,0.291168212890625,0.9658222794532776,0.9548671841621399,0.14778968691825867
9,0.8889603018760681,0.8686333894729614,9.999999747378752e-06,0.29159194231033325,0.9654201865196228,0.9547820091247559,0.14607024192810059
10,0.8971557021141052,0.8784193992614746,9.999999747378752e-06,0.28327593207359314,0.9690390229225159,0.9590713977813721,0.14087112247943878
11,0.8982002139091492,0.8795284032821655,9.999999747378752e-06,0.2827467620372772,0.9694411158561707,0.9592653512954712,0.13546636700630188
12,0.8956291079521179,0.8779322504997253,9.999999747378752e-06,0.2802869379520416,0.9702453017234802,0.9604072570800781,0.13512712717056274
13,0.9018158316612244,0.8841641545295715,9.999999747378752e-06,0.2736998498439789,0.970647394657135,0.9608068466186523,0.13349251449108124
14,0.9009320139884949,0.8838891983032227,9.999999747378752e-06,0.2729882597923279,0.9702453017234802,0.960762619972229,0.13072936236858368
15,0.9044672846794128,0.8875471353530884,9.999999747378752e-06,0.25984835624694824,0.9718536138534546,0.9622975587844849,0.127717062830925
16,0.9092077612876892,0.8928810358047485,9.999999747378752e-06,0.2549847662448883,0.9734619855880737,0.9642941355705261,0.12238715589046478
0,0.4179656207561493,0.39362210035324097,0.0010000000474974513,1.415235996246338,0.642541229724884,0.6165262460708618,0.9164331555366516
1,0.5813916325569153,0.5526314377784729,0.0010000000474974513,1.0063310861587524,0.7700040340423584,0.7468804121017456,0.6951578259468079
2,0.6519363522529602,0.6218345165252686,0.0010000000474974513,0.8581205010414124,0.811821460723877,0.7903555631637573,0.5780889987945557
3,0.6892977952957153,0.6587437391281128,0.0010000000474974513,0.769321858882904,0.8347406387329102,0.8134914040565491,0.5243299007415771
4,0.7207134962081909,0.6903959512710571,0.0010000000474974513,0.7000824809074402,0.8665058016777039,0.8444896936416626,0.45212483406066895
5,0.7373453378677368,0.7059763669967651,0.0010000000474974513,0.661826491355896,0.8669078946113586,0.8463382124900818,0.4330206513404846
6,0.7534950971603394,0.7234432697296143,0.0010000000474974513,0.629029393196106,0.8833936452865601,0.8631683588027954,0.39685705304145813
7,0.7652257680892944,0.7372422814369202,0.0010000000474974513,0.5913599729537964,0.8862082958221436,0.8674160838127136,0.38176047801971436
8,0.7743853330612183,0.7468348741531372,0.0010000000474974513,0.5690561532974243,0.8966626524925232,0.8788300156593323,0.35727953910827637
9,0.7847501039505005,0.7554118633270264,0.0010000000474974513,0.5532887578010559,0.908725380897522,0.8909528255462646,0.3322655260562897
10,0.7987304925918579,0.7716197967529297,0.0010000000474974513,0.5235520601272583,0.9115400314331055,0.8934280276298523,0.31760093569755554
11,0.8034709692001343,0.7756074666976929,0.0010000000474974513,0.508513867855072,0.9159629940986633,0.8984290361404419,0.30729150772094727
12,0.8142375349998474,0.7875522375106812,0.0010000000474974513,0.48561233282089233,0.9139525294303894,0.8961057662963867,0.29753220081329346
13,0.8236381411552429,0.7985794544219971,0.0010000000474974513,0.46963798999786377,0.920386016368866,0.9032086133956909,0.2845272123813629
14,0.8231560587882996,0.7974261045455933,0.0010000000474974513,0.4607188105583191,0.9187776446342468,0.9007474184036255,0.28103095293045044
15,0.8319942355155945,0.8072617650032043,0.0010000000474974513,0.4393845796585083,0.9215922951698303,0.9046570062637329,0.26644113659858704
16,0.8246826529502869,0.7986843585968018,0.0010000000474974513,0.45075467228889465,0.9252110719680786,0.9085879325866699,0.255256712436676
17,0.8425197005271912,0.817165195941925,0.0010000000474974513,0.4174365699291229,0.93204665184021,0.9153861999511719,0.23428146541118622
18,0.8437249064445496,0.8196711540222168,0.0010000000474974513,0.4139903783798218,0.9324487447738647,0.9163073897361755,0.234919011592865
19,0.8484653830528259,0.8248436450958252,0.0010000000474974513,0.41129711270332336,0.930036187171936,0.9133769869804382,0.23203708231449127
20,0.8459746241569519,0.8223256468772888,0.0010000000474974513,0.4010247588157654,0.94169682264328,0.926365852355957,0.21569573879241943
21,0.8528041243553162,0.8288812041282654,0.0010000000474974513,0.3850209712982178,0.9404905438423157,0.9252343773841858,0.20902962982654572
22,0.8569821715354919,0.8346169590950012,0.0010000000474974513,0.37524765729904175,0.94169682264328,0.926559329032898,0.21213628351688385
23,0.8565804362297058,0.8336028456687927,0.0010000000474974513,0.3770454525947571,0.947326123714447,0.9332021474838257,0.1980096399784088
24,0.8624457716941833,0.839648425579071,0.0010000000474974513,0.3691478967666626,0.9461198449134827,0.9318617582321167,0.19670647382736206
25,0.8638920187950134,0.8423522710800171,0.0010000000474974513,0.3631592094898224,0.9489344358444214,0.9348966479301453,0.18998578190803528
26,0.8636509776115417,0.8410037755966187,0.0010000000474974513,0.35309338569641113,0.9509449005126953,0.9369284510612488,0.18664976954460144
27,0.8705608248710632,0.8487575054168701,0.0010000000474974513,0.35236117243766785,0.955367922782898,0.9427825212478638,0.17523030936717987
28,0.8724891543388367,0.8503931164741516,0.0010000000474974513,0.3401843309402466,0.9549658298492432,0.9421091079711914,0.1716117560863495
29,0.8703197836875916,0.8488959074020386,0.0010000000474974513,0.3454212546348572,0.9525532722473145,0.9390013217926025,0.17739471793174744
0,0.8724891543388367,0.8508543968200684,9.999999747378752e-06,0.33839505910873413,0.9525532722473145,0.9392253160476685,0.1760702282190323
1,0.8761851191520691,0.8552910089492798,9.999999747378752e-06,0.3357991576194763,0.9541616439819336,0.9406883716583252,0.1732202172279358
2,0.8787562251091003,0.8577896356582642,9.999999747378752e-06,0.32868263125419617,0.953357458114624,0.9400004744529724,0.1707758754491806
3,0.8804435133934021,0.859472930431366,1.9999999949504854e-06,0.323164165019989,0.9577804803848267,0.9448750019073486,0.16626045107841492
4,0.8815683722496033,0.8621236085891724,1.9999999949504854e-06,0.3154340088367462,0.9569762945175171,0.9442974925041199,0.16604796051979065
5,0.8784348368644714,0.8579720258712769,1.9999999949504854e-06,0.3185836970806122,0.958986759185791,0.9467761516571045,0.16416819393634796
6,0.8796400427818298,0.8586037158966064,1.9999999949504854e-06,0.32274749875068665,0.9561721086502075,0.9432132840156555,0.16651296615600586
7,0.8814076781272888,0.861254096031189,1.9999999949504854e-06,0.31953558325767517,0.9585846662521362,0.9462457299232483,0.1636664718389511
8,0.8861481547355652,0.8660862445831299,1.9999999949504854e-06,0.3140845000743866,0.9573783874511719,0.9447402954101562,0.16461193561553955
9,0.8855857253074646,0.8661479353904724,4.0000000467443897e-07,0.3086661398410797,0.9581825733184814,0.9457989931106567,0.16079194843769073
10,0.881488025188446,0.8623371720314026,4.0000000467443897e-07,0.30881088972091675,0.9585846662521362,0.9461921453475952,0.16038444638252258
11,0.8805238604545593,0.8604441285133362,4.0000000467443897e-07,0.3166031241416931,0.9581825733184814,0.9457989931106567,0.16341964900493622
12,0.88253253698349,0.8623729944229126,7.999999951380232e-08,0.31417930126190186,0.9585846662521362,0.9461889266967773,0.16208642721176147
13,0.874015748500824,0.8523306250572205,7.999999951380232e-08,0.3245343565940857,0.9601929783821106,0.9481428861618042,0.16106939315795898
14,0.8816487193107605,0.8610919713973999,7.999999951380232e-08,0.3150878846645355,0.9585846662521362,0.9462457299232483,0.16241925954818726
15,0.8829342722892761,0.8619436025619507,7.999999951380232e-08,0.31198108196258545,0.958986759185791,0.9467250108718872,0.1617671698331833
